"total_sales","address_line_1","city","state","zipcode"
1265.46,"361 Furth Circle","Rowlesburg","West Virginia",26425
1681.46,"904 Cinder Viaduct","Mount Auburn","Iowa",52313
3204,"4092 Furth Circle","Littlestown","Pennsylvania",17340
2398.72,"63 Hazy Island","Boise","Idaho",83709
2381.04,"697 Blue Point","Sipsey","Alabama",35584
1944.54,"897 Dusty Embers","Forest","Indiana",46039
2273.7,"576 Wagon Bayoo","Palmer","Texas",75152
2116.5,"1785 First Street","Salt Lake City","Utah",84189
1307.32,"86 Heather Union","Tie Plant","Mississippi",38960
1726.37,"385 Wintergreen Extension","Saint Louis","Michigan",48880
1267.77,"78934 Hillside Dr.","Forkland","Alabama",36740
3441.82,"P.O. Box 17288","Gladwin","Michigan",48624
1987.18,"3086 Ingle Ln.","Abilene","Texas",79604
3880.2,"24 Sleepy Wagon Way","Dayton","Ohio",45423
1942.15,"389 Silver Narrow","Los Angeles","California",90017
3259.92,"5905 Pompton St.","Linesville","Pennsylvania",16424
1213.8,"4092 Furth Circle","Labarre","Louisiana",70751
1086.6,"P.O. Box 19269","Frakes","Kentucky",40940
1632.75,"94 Burning Rose Viaduct","Charleston","South Carolina",29424
1734,"789 Gentle Anchor","New Boston","Texas",75570
1857.06,"394 Burning Branch Highlands","Downey","California",90242
1863.41,"433 Hazy Third Terrace","Fosston","Minnesota",56542
2924.68,"3758 North Pendale Street","Cove","Arkansas",71937
2294.18,"6251 Ingle Ln.","New Bedford","Pennsylvania",16140
1457.82,"505 Rocky Glen","Lafayette","Louisiana",70509
1955.88,"P.O. Box 72071","Melissa","Texas",75454
2314.4,"P.O. Box 43187","New Hyde Park","New York",11040
1310.96,"P.O. Box 66721","Placitas","New Mexico",87043
2913.3,"5677 Strong St.","Grand Prairie","Texas",75052
1357.78,"5677 Strong St.","Lexa","Arkansas",72355
2150,"897 Long Airport Avenue","Jacksonville Beach","Florida",32250
2783.25,"39323 Spinnaker Dr.","Lebanon","Nebraska",69036
2339.92,"44 Indian Washington","East Tawas","Michigan",48730
1729,"2678 Kingston Rd.","Los Angeles","California",90048
5972.4,"168 Essex Stravenue","Washington","District of Columbia",20232
2275.2,"4092 Furth Circle","Nashville","Tennessee",37235
2673.44,"63 Golden Blossom","Clayhole","Kentucky",41317
2431.75,"5677 Strong St.","Flynn","Texas",77855
2018.72,"519 Spur Plaza","Rossburg","New York",14776
1558.99,"621 Rabbit Tunnel","Duluth","Minnesota",55802
1104.6,"P.O. Box 64630","Huff","Kentucky",42250
2575.1,"P.O. Box 97404","Falls Church","Virginia",22043
2845.75,"897 Long Airport Avenue","Martin","South Carolina",29836
3431.75,"497 Clear Forest Knoll","New Waverly","Indiana",46961
3273.9,"499 Old Essex Chase","Georgetown","New York",13129
4119.4,"78934 Hillside Dr.","Hanston","Kansas",67849
5355.68,"7734 Strong St.","Elk Horn","Iowa",51531
5747.5,"9408 Furth Circle","D Lo","Mississippi",39062
5355.36,"P.O. Box 71464","Corona","New Mexico",88318
2535.75,"378 Shady Goose Arbor","Many Farms","Arizona",86538
4351.23,"5557 North Pendale Street","Woodlawn","Texas",75694
2254,"729 NW Forest","Des Moines","Iowa",50335
2921.28,"168 Park Estate","Alvord","Iowa",51230
2299,"2678 Kingston Rd.","Brooklyn","Iowa",52211
2637.18,"7476 Moss Rd.","Merrifield","Virginia",22118
4307.52,"25593 South Bay Ln.","Little Sioux","Iowa",51545
2153.76,"889 Rapid Haven","Crook","Colorado",80726
3716.88,"39323 Spinnaker Dr.","Hoopa","California",95546
5455.76,"995 Velvet Alley","Raleigh","Mississippi",39153
2650.62,"672 Thunder Cloud","Parkersburg","Iowa",50665
6437.28,"7586 Pompton St.","Tariff","West Virginia",25281
2633.4,"897 Long Airport Avenue","Warrendale","Pennsylvania",15086
2278.53,"366 High Fourth","Perdido","Alabama",36562
4846,"9408 Furth Circle","San Dimas","California",91773
4197.1,"265 Rocky Elm Swale","New Orleans","Louisiana",70112
4597.65,"767 Amber Perkins Swale","Hobart","New York",13788
5287.7,"P.O. Box 74797","Grand Junction","Colorado",81501
3550.05,"465 Ford Bank","Los Angeles","California",90081
1721.73,"307 Silent Panda Square","Allenhurst","Georgia",31301
2993.5,"645 Dewy Log Nook","American Falls","Idaho",83211
1295.06,"642 Honey Spring Fair","Wheeler","Indiana",46393
2671.95,"P.O. Box 87943","Sigurd","Utah",84657
1226.59,"637 Lost Island Cove","El Paso","Texas",79993
1453.84,"25593 South Bay Ln.","Ladera Ranch","California",92694
1830.22,"67 Silent Pony Union","Weston","Nebraska",68070
2530.01,"2304 Long Airport Avenue","Springfield","Ohio",45504
2241.45,"4092 Furth Circle","M C B H Kaneohe Bay","Hawaii",96863
2399.85,"P.O. Box 42748","Albany","New York",12233
1557.72,"361 Furth Circle","Yuma","Arizona",85369
845.25,"P.O. Box 78148","Sherman","Texas",75090
1352.4,"P.O. Box 11815","Caledonia","Missouri",63631
1584.8,"8489 Strong St.","Canton","Ohio",44703
2616,"P.O. Box 49197","Reading","Pennsylvania",19611
1129.04,"P.O. Box 22217","Miami","Florida",33180
2218.5,"P.O. Box 67155","Roosevelt","Oklahoma",73564
2028.48,"1785 First Street","Wheatland","Missouri",65779
1759.2,"506 Old Kennedy","Garrison","Maryland",21055
977.67,"652 Tawny Drive","Gaines","Pennsylvania",16921
1463,"78934 Hillside Dr.","Pineville","Arkansas",72566
3970.56,"337 Heather End","Dawes","West Virginia",25054
2576,"3086 Ingle Ln.","Empire","Louisiana",70050
2233.69,"748 Field Turnpike","Gary","Indiana",46407
2481.64,"443 Fort Highlands","Saint Louis","Michigan",48880
4651.53,"266 Cedar Ironwood","Solsville","New York",13465
3858.1,"492 Quaking Prairie Passage","Ada","Michigan",49357
3501.6,"78934 Hillside Dr.","Englewood","Colorado",80112
6433.7,"9408 Furth Circle","Savannah","Georgia",31405
2658.96,"P.O. Box 59643","Gratz","Pennsylvania",17030
3608.76,"185 Golden Avenue","Panama City","Florida",32405
2214.67,"540 Kennedy Underpass","Denver","Colorado",80202
2747.53,"3086 Ingle Ln.","Valdez","Alaska",99686
3310.92,"P.O. Box 31437","Nuangola","Pennsylvania",18637
2380,"167 Pleasant Fourth","Butlerville","Indiana",47223
2310.88,"410 Fort Dam","Decoy","Kentucky",41321
4061.76,"924 Heather Cloud","Flushing","New York",11390
3493.7,"3758 North Pendale Street","Kansas City","Missouri",64188
2872.25,"446 S Glen","Waldorf","Maryland",20603
4114.38,"611 Lost Lock","Termo","California",96132
1063.65,"329 Blue Third","Port Washington","New York",11051
2008.44,"2440 Pompton St.","Walden","Colorado",80480
4328.6,"219 Lost Flat Divide","Williston","North Dakota",58801
1376.43,"345 E Sixth","Mount Pleasant","South Carolina",29465
5552.16,"388 Grove Village","Coles Point","Virginia",22442
3659.02,"7476 Moss Rd.","Floral Park","New York",11002
4165.61,"678 Stony Plaza","Chaffee","New York",14030
1404,"854 Camp Swale","Richardsville","Kentucky",42270
710.2,"606 Velvet Apple","Bone Gap","Illinois",62815
1702.8,"8489 Strong St.","Gainesville","Florida",32641
1194.84,"2793 Furth Circle","North Apollo","Pennsylvania",15673
1007.14,"7734 Strong St.","Crane","Missouri",65633
977.43,"465 Clear Autumn","Alma","Nebraska",68920
1436.76,"5677 Strong St.","Munford","Tennessee",38058
759.46,"P.O. Box 70347","Copeland","Florida",33926
1189.44,"580 Washington Underpass","Cherry Creek","New York",14723
683.8,"775 Lagoon Curve","Houston","Texas",77241
1226.82,"207 Flat Union","Green","Ohio",44232
974.82,"6251 Ingle Ln.","Glen Head","New York",11545
577.6,"360 Mission Bay","Sacramento","California",94287
1106.93,"363 Quaking Freeway","Tolu","Kentucky",42084
694.6,"974 Fallen Pond Trafficway","Harrodsburg","Kentucky",40330
1152.06,"5677 Strong St.","Mount Zion","West Virginia",26151
2624,"2304 Long Airport Avenue","Royal","Nebraska",68773
3685.95,"P.O. Box 80409","Fall Creek","Oregon",97438
703.6,"396 Brook Canyon","Austin","Texas",78787
9720,"684 Spur Beach","Brooklyn","New York",11231
834.67,"78934 Hillside Dr.","Lafayette","Louisiana",70508
2257.92,"P.O. Box 86346","Portland","Oregon",97290
8344.71,"300 Pleasant Beacon","Baudette","Minnesota",56623
1801.94,"124 Common Quay","Varna","Illinois",61375
1209.6,"504 Blue Pike","Wilsey","Kansas",66873
3155.14,"897 Long Airport Avenue","Idaho Falls","Idaho",83402
2848.86,"265 Indian Trail","Lucerne","California",95458
3570.29,"433 Colonial Fort Crest","Fulton","California",95439
3902.41,"78934 Hillside Dr.","Tacoma","Washington",98407
1474.66,"995 Leaf Shore","Youngsville","Pennsylvania",16371
2186.89,"9408 Furth Circle","Leatherwood","Kentucky",41756
1919.4,"P.O. Box 17611","Rutledge","Tennessee",37861
3656,"P.O. Box 22986","Valley Forge","Pennsylvania",19484
1847,"5557 North Pendale Street","Spring Valley","Illinois",61362
1851,"158 Barn Trafficway","Wooldridge","Missouri",65287
2633.78,"319 Quaking Wall Stead","Louisville","Kentucky",40261
3153.6,"11328 Douglas Av.","Richmond","Virginia",23231
2803.2,"3086 Ingle Ln.","Islip Terrace","New York",11752
2311.02,"25593 South Bay Ln.","Moapa","Nevada",89037
2399.4,"285 Cotton Summit Pike","Laurys Station","Pennsylvania",18059
2733.12,"39323 Spinnaker Dr.","Butler","Maryland",21023
2096.32,"678 Cinder Fork Lane","Galva","Iowa",51020
2971.34,"3758 North Pendale Street","Houston","Texas",77003
2257.58,"7586 Pompton St.","Partridge","Kentucky",40862
3493.91,"897 Long Airport Avenue","Lewiston","Utah",84320
4398.9,"44 Hazy Passage","Owensboro","Kentucky",42301
3595.62,"P.O. Box 56858","Red Wing","Minnesota",55066
2443.29,"493 W Crest","Warsaw","Kentucky",41095
3988.6,"741 E Divide","Pequea","Pennsylvania",17565
5168.4,"632 Branch Vista","Levittown","New York",11756
2803.2,"P.O. Box 49633","Barnesville","North Carolina",28319
6341.21,"855 Cedar Wagon Extension","Melbourne","Florida",32919
5189.78,"549 Umber Sixth","Round Rock","Arizona",86547
6027.75,"754 Iron Shadow Dam","Howard","Kansas",67349
3366,"5677 Strong St.","Paducah","Texas",79248
5456.4,"P.O. Box 12562","Thousand Oaks","California",91362
3812.16,"982 Thunder Club Arcade","Olney Springs","Colorado",81062
6083,"P.O. Box 52528","Granger","Iowa",50109
3170.7,"4575 Hillside Dr.","Elliott","South Carolina",29046
4534.6,"P.O. Box 48669","Columbus","Montana",59019
4301.15,"P.O. Box 79161","Carol Stream","Illinois",60158
6804.63,"168 Tawny Jetty","Kunia","Hawaii",96759
5652.94,"598 Crystal Highlands","Scio","Oregon",97374
6960.48,"897 Long Airport Avenue","Kenmare","North Dakota",58746
4512.6,"917 Apple Driveway","Randall","Kansas",66963
2784.76,"662 Blue Gate","Phoenix","Arizona",85014
5316.36,"P.O. Box 53248","Los Angeles","California",90095
2941.89,"697 High Eighth Trace","Collinsville","Alabama",35961
3207.4,"880 High Zephyr Parkway","Mckinleyville","California",95519
4215.05,"P.O. Box 58881","Winchester","Virginia",22604
4333.29,"P.O. Box 94268","Saratoga","Indiana",47382
2087.13,"5905 Pompton St.","Fort Myers","Florida",33901
1711.22,"848 Bright Main","Deridder","Louisiana",70634
3910.53,"839 Ironwood Landing","Whitewood","South Dakota",57793
2255.12,"7734 Strong St.","Saint Paul","Minnesota",55117
5720.75,"5677 Strong St.","Alexandria Bay","New York",13607
3335.23,"8616 Spinnaker Dr.","Frederick","Maryland",21709
2472.96,"602 Loaf Divide","South Milford","Indiana",46786
1729.65,"668 Dewy Kennedy Boulevard","Aiken","South Carolina",29808
995.5,"8489 Strong St.","Manns Choice","Pennsylvania",15550
2414.72,"2793 Furth Circle","Lindseyville","Kentucky",42257
1560.47,"7734 Strong St.","Granville","Pennsylvania",17029
1112.94,"470 Panda Skyway","Dunlap","California",93621
1138.94,"5677 Strong St.","Sitka","Kentucky",41255
1012.4,"102 Sixth Gardens","Lufkin","Texas",75901
913.92,"535 Umber Pioneer Bay","Momence","Illinois",60954
2349.06,"P.O. Box 49594","Pendroy","Montana",59467
1161.12,"P.O. Box 64759","Mooresville","Alabama",35649
1764.75,"338 Noble Vale","Fredericksburg","Virginia",22401
1690.9,"89 High Embers Court","Grand Chenier","Louisiana",70643
2137.05,"P.O. Box 30925","New Raymer","Colorado",80742
2177.1,"232 Easy Ferry Falls","Lowmansville","Kentucky",41232
1734.48,"889 Cotton Pine Promenade","New Raymer","Colorado",80742
865.49,"5677 Strong St.","Daytona Beach","Florida",32198
3500.1,"2304 Long Airport Avenue","Lufkin","Texas",75902
2223.52,"176 Forge Causeway","Troutville","Pennsylvania",15866
2311.68,"349 Tawny Elm Overpass","Williams Bay","Wisconsin",53191
828.36,"748 Jagged Sixth","Knowles","Oklahoma",73847
856.52,"78934 Hillside Dr.","La Crosse","Kansas",67548
1845.45,"862 Sunny Branch","Daytona Beach","Florida",32116
4042.08,"992 Wishing Acres","Dryden","Texas",78851
1828,"5677 Strong St.","Sparks","Nevada",89494
3680.28,"218 Dewy Nectar Expressway","Sidney","New York",13838
2925.09,"909 Merry Driveway","Stow","New York",14785
3415.77,"974 Red Wall","Lindon","Colorado",80740
5105.14,"9408 Furth Circle","Waterbury","Nebraska",68785
5098.8,"P.O. Box 92767","Elko","South Carolina",29826
4661.76,"P.O. Box 81730","Corry","Pennsylvania",16407
2969.96,"469 Harvest Deer","Natchez","Mississippi",39122
3496.32,"P.O. Box 71125","Ulm","Montana",59485
5760.93,"P.O. Box 26571","Early","Texas",76802
6819.04,"6251 Ingle Ln.","Bergland","Michigan",49910
3148.88,"706 Misty Sky","Pinehurst","North Carolina",28374
5704.32,"5677 Strong St.","Orlando","Florida",32808
3520.6,"294 Tawny Wall","Lexington","Kentucky",40575
5285.62,"922 Clear Grove","Little Creek","Delaware",19961
5605.05,"5677 Strong St.","Tacoma","Washington",98411
2779.5,"7586 Pompton St.","Littleton","Illinois",61452
5398.08,"140 Stream Place","Orlando","Florida",32821
3189.6,"39323 Spinnaker Dr.","Kinsey","Montana",59338
5581.8,"234 Easy Ferry","Lubbock","Texas",79406
3820.44,"2678 Kingston Rd.","Sandstone","Minnesota",55072
5528.04,"180 Thunder Richmond Highlands","Planada","California",95365
5981.42,"849 Thunder Dell","Alice","Texas",78333
5684.65,"P.O. Box 29799","Covington","Kentucky",41014
3449.4,"5677 Strong St.","Winston Salem","North Carolina",27155
2654.4,"5677 Strong St.","Dillon","South Carolina",29536
8498,"910 Noble Ford","Washington","District of Columbia",20064
5510.54,"246 Old Union","Harwick","Pennsylvania",15049
2060.45,"P.O. Box 88261","Bullhead City","Arizona",86430
2460.16,"319 Shady Isle","Oak Hill","New York",12460
1787.56,"5677 Strong St.","Mcloud","Oklahoma",74851
1645.65,"78934 Hillside Dr.","Bristol","Indiana",46507
2169.18,"7734 Strong St.","Collinsville","Alabama",35961
2816.18,"353 Silent Path","Kansas City","Missouri",64133
2521.05,"532 Colonial Treasure","Walston","Pennsylvania",15781
3199.98,"193 Emerald Goose Terrace","Hilger","Montana",59451
1338.12,"767 Indian Pathway","Lake Lillian","Minnesota",56253
2972.58,"369 Sleepy Place","Washington","District of Columbia",20436
2070.9,"2678 Kingston Rd.","York","Pennsylvania",17404
3092.6,"438 Hazy Crossing","East Saint Louis","Illinois",62205
2408.7,"8616 Spinnaker Dr.","Barry","Texas",75102
3472.54,"7635 Spinnaker Dr.","Saint Louis","Missouri",63151
2263.28,"39323 Spinnaker Dr.","Rocky Point","North Carolina",28457
2194.17,"508 Misty Beach","Boulevard","California",91905
1346.4,"P.O. Box 46451","Shelter Island Heights","New York",11965
2533.63,"5290 North Pendale Street","Mc Connellstown","Pennsylvania",16660
3403.26,"540 Iron Blossom Landing","Minnesota Lake","Minnesota",56068
3307.2,"289 Umber Dale Highway","Beaufort","South Carolina",29906
2896.65,"102 Dewy Gate Row","Ridgely","Maryland",21683
2632.89,"P.O. Box 26189","Sparland","Illinois",61565
2046,"292 Neck Vista","Star City","Indiana",46985
2279.55,"5677 Strong St.","Mount Orab","Ohio",45154
2150.55,"238 Ninth Narrow","Danvers","Minnesota",56231
3360.45,"992 Pleasant Essex Curve","Oconto Falls","Wisconsin",54154
2326.4,"8489 Strong St.","Washington","District of Columbia",20219
1545.6,"149 Pleasant Lock Trafficway","Lindale","Texas",75771
2144.6,"263 Crescent Terrace","Clarks Mills","Pennsylvania",16114
1639.22,"25593 South Bay Ln.","Verbank","New York",12585
2649.6,"5677 Strong St.","Medimont","Idaho",83842
3845.6,"2304 Long Airport Avenue","Gainesville","Texas",76241
4527.04,"4092 Furth Circle","Sunman","Indiana",47041
3966.3,"507 Jagged Vale","Lake Hamilton","Florida",33851
4142.58,"P.O. Box 66914","Kalaupapa","Hawaii",96742
4441.5,"169 Smith Plain","Borden","South Carolina",29017
3315.12,"4092 Furth Circle","Perkinsville","New York",14529
3918.53,"744 Heather Loaf","Upper Marlboro","Maryland",20772
2830.45,"P.O. Box 17980","Harpersfield","New York",13786
5298.86,"568 Grand Inlet","Los Angeles","California",90096
2620.8,"P.O. Box 87537","Canton","Ohio",44760
2181,"1785 First Street","Price","Utah",84501
3382.08,"P.O. Box 47827","Quitman","Mississippi",39355
2876.75,"8489 Strong St.","Farmington","New York",14425
4107.2,"5677 Strong St.","Westover","Pennsylvania",16692
1350,"204 Essex Causeway","Athena","Oregon",97813
7182,"3086 Ingle Ln.","Radcliff","Ohio",45670
3933.93,"P.O. Box 93213","Rome","New York",13442
1742.4,"797 Amber Bay","Lewis","Iowa",51544
721.44,"P.O. Box 23230","Whitehead","North Carolina",28695
1489.41,"4092 Furth Circle","Elkmont","Alabama",35620
891.03,"701 Red Lagoon Freeway","Bryant","Florida",33439
1209.3,"705 Broad Trail","Ottawa","West Virginia",25149
859.14,"411 Hidden Club","Cotulla","Texas",78014
1151.44,"P.O. Box 81162","Viola","Tennessee",37394
1336.44,"51 Clear Crossing","Ashley","Indiana",46705
905.28,"3758 North Pendale Street","North Tonawanda","New York",14120
1247.4,"6251 Ingle Ln.","Oyster Bay","New York",11771
846.51,"2793 Furth Circle","Lawrenceville","Georgia",30045
1085.04,"5677 Strong St.","Bumpus Mills","Tennessee",37028
1767.43,"P.O. Box 31352","Newark","Missouri",63458
1030.44,"546 E Bluff","Daytona Beach","Florida",32128
1585.36,"5677 Strong St.","Grand Forks","North Dakota",58206
813.2,"7586 Pompton St.","New Orleans","Louisiana",70112
1172.34,"897 Long Airport Avenue","Killeen","Texas",76542
1510.56,"39323 Spinnaker Dr.","Stout","Ohio",45684
1448.07,"P.O. Box 70298","Summer Hill","Illinois",62372
3338.1,"2678 Kingston Rd.","Richmond","Virginia",23290
1225.29,"5677 Strong St.","Tisch Mills","Wisconsin",54240
1336.68,"4092 Furth Circle","Franklin Furnace","Ohio",45629
2985.84,"P.O. Box 27697","Ocala","Florida",34470
5545.8,"5677 Strong St.","Des Moines","Iowa",50367
6089.6,"P.O. Box 96076","Newton","Texas",75966
1789.4,"726 Cider Skyway","Marion","North Carolina",28752
1082.1,"P.O. Box 28327","Mid Florida","Florida",32745
1030.44,"332 Lodge Meadow","Tampa","Florida",33646
3659.32,"828 Dewy Goose","French Camp","California",95231
2443.6,"413 Blue Ninth","Austin","Texas",78721
2349.9,"2440 Pompton St.","Worton","Maryland",21678
1646.19,"4575 Hillside Dr.","Chance","Virginia",22439
1670.26,"694 Jagged Panda","Tom Bean","Texas",75489
1467.48,"964 Shady Maple","Lexington","Kentucky",40585
2748.56,"P.O. Box 42585","Coquille","Oregon",97423
1522.4,"P.O. Box 46638","Leoti","Kansas",67861
3255.36,"786 Log Boulevard","Spivey","Kansas",67142
3535.03,"6047 Douglas Av.","Dadeville","Alabama",36853
2608.96,"361 Furth Circle","Tuthill","South Dakota",57574
1356.4,"4658 Baden Av.","Wilburn","Arkansas",72179
1611.36,"178 Tawny Willow Boulevard","White Swan","Washington",98952
2603.2,"7825 Douglas Av.","Maryland Heights","Missouri",63043
2219.7,"565 Prairie Mount","Columbus","Georgia",31917
1496.25,"475 Iron Ridge","Sacramento","California",94283
1884,"782 First Street","Masontown","Pennsylvania",15461
2166.14,"P.O. Box 40886","Auberry","California",93602
2828.16,"578 Kennedy Pike","Orlando","Florida",32805
6214.45,"344 Ranch Land","Rantoul","Illinois",61868
1867,"61 Velvet Leaf","Tulsa","Oklahoma",74183
2676.72,"64 Green Lodge","Preemption","Illinois",61276
2182.44,"806 Foggy View Union","Fairfield","Illinois",62837
1611.4,"378 Fallen Rapid","Lexington","Kentucky",40512
1479.84,"3086 Ingle Ln.","Princeton","Kansas",66078
1424.22,"P.O. Box 72435","Trevilians","Virginia",23170
5942.28,"P.O. Box 97491","Gainesville","Georgia",30505
2348.75,"8489 Strong St.","Elsie","Michigan",48831
4392.12,"343 Rest Dell","Fort Wayne","Indiana",46860
2759.75,"972 Anchor Pike","Coatsville","Missouri",63535
2728.03,"953 SE Rabbit Crest","Pearisburg","Virginia",24134
2395.8,"5677 Strong St.","Spalding","Nebraska",68665
3052.33,"2304 Long Airport Avenue","Novi","Michigan",48375
4242,"4092 Furth Circle","Toledo","Ohio",43604
2790.45,"296 Butterfly Throughway","Philadelphia","Pennsylvania",19146
4340.49,"67 Lagoon Terrace","Harpersfield","New York",13786
2762.2,"118 N Creek Run","Melville","New York",11775
4645.72,"4092 Furth Circle","Guthrie","Texas",79236
5580.96,"378 Rose Woods","Washington","District of Columbia",20099
6539.04,"144 Fox Trail","Albion","Pennsylvania",16401
5548.95,"740 NW Prairie Terrace","Ithaca","New York",14851
4595.41,"838 Blue Fork","Rosedale","Mississippi",38769
1859.44,"783 Umber Port","Columbus","Georgia",31904
2093.76,"8489 Strong St.","Dallas","West Virginia",26036
4223.13,"5677 Strong St.","Daytona Beach","Florida",32114
1596.76,"903 Stony Camp Lane","Murrieta","California",92562
5820.35,"3086 Ingle Ln.","Frenchburg","Kentucky",40322
5296.5,"513 N Beacon","Staten Island","New York",10304
930.9,"11328 Douglas Av.","Heber","Arizona",85928
1207.44,"144 Shady Pathway","Washington","District of Columbia",20546
717.4,"5677 Strong St.","Vancouver","Washington",98661
1066.75,"7825 Douglas Av.","Middleburg","Ohio",43336
1554,"6047 Douglas Av.","Zenia","California",95595
1277.64,"20 Eighth Pike","Ostrander","Minnesota",55961
1578.79,"49 Timber Run","Teigen","Montana",59084
917.7,"2304 Long Airport Avenue","Lennon","Michigan",48449
777,"111 Blue Zephyr Trace","Williamson","Iowa",50272
1476.28,"412 Crescent Harbor","Crab Orchard","West Virginia",25827
1538.46,"471 E Station","Mound Bayou","Mississippi",38762
891.2,"858 Middle Lock","Edmond","Oklahoma",73003
1706.8,"36 Fourth Mill","Columbia","South Carolina",29226
1373.6,"426 Bear Junction","Pamplin","Virginia",23958
1205.59,"8489 Strong St.","Unionville Center","Ohio",43077
1427.4,"5 Umber Fifth Bypass","Craig","Colorado",81626
1649.28,"770 Robin Manor","London","Kentucky",40743
1383.03,"720 Indian Wagon","Pickett","Wisconsin",54964
1229.51,"1785 First Street","Artesia","New Mexico",88211
1140.48,"11328 Douglas Av.","Wood River","Nebraska",68883
1575.6,"424 Tawny Trafficway","Charleston","West Virginia",25361
1386.72,"533 Lazy Bluff Pike","Jacksonville","Florida",32231
5018.4,"78934 Hillside Dr.","Evansville","Indiana",47747
5856.85,"634 High Bend","Newington","Virginia",22122
4894.73,"5677 Strong St.","Millport","New York",14864
2094.32,"955 Lost Nectar","Portland","Oregon",97293
640.05,"755 Heather Freeway","Mc Neil","Arkansas",71752
3193.52,"769 Old Third Orchard","New Orleans","Louisiana",70178
3066.7,"P.O. Box 28565","Lebanon","Virginia",24266
3883.11,"P.O. Box 95905","Medina","Texas",78055
4814.25,"5677 Strong St.","Denver","Colorado",80254
2826.27,"4097 Douglas Av.","Antioch","California",94509
1593.2,"766 Wishing Landing","San Marcos","Texas",78667
3266.1,"P.O. Box 60351","Corpus Christi","Texas",78463
2453.55,"4575 Hillside Dr.","Mc Connell","Illinois",61050
3910.4,"54 High Course Tunnel","Beaverville","Illinois",60912
1788,"141 Silver Mission Underpass","Ironton","Ohio",45638
3328.07,"361 Furth Circle","San Bruno","California",94098
3788.4,"7476 Moss Rd.","Houston","Texas",77297
3053.7,"897 Long Airport Avenue","Powhatan","West Virginia",24877
2005.74,"P.O. Box 80260","Universal City","Texas",78148
2796.12,"482 Indian Zephyr Motorway","Good Hope","Georgia",30641
3159.96,"753 Grove Plain","Pray","Montana",59065
3908.62,"8616 Spinnaker Dr.","Brownwood","Texas",76803
2606.48,"633 Easy Vale","Terre Haute","Indiana",47802
2081.76,"947 Shady Glade","Helmsburg","Indiana",47435
3519.85,"108 Heather Fox Highlands","Payneville","Kentucky",40157
10758,"336 Mall Viaduct","Brohman","Michigan",49312
3021,"P.O. Box 89937","Selma","Indiana",47383
1891.56,"349 NW Barn","Cowlesville","New York",14037
4208.41,"7734 Strong St.","Jacksonville","Florida",32277
2246.4,"5677 Strong St.","Richmond","Virginia",23260
6107.4,"8616 Spinnaker Dr.","New Eagle","Pennsylvania",15067
1987.74,"453 Dusty Pine","Cheswick","Pennsylvania",15024
4068.96,"8489 Strong St.","Charleston","West Virginia",25358
2282.22,"635 Amber Lodge","Normal","Illinois",61761
1541,"66 Broad Ledge","Mount Pleasant","Ohio",43939
1951.92,"25593 South Bay Ln.","Batchelor","Louisiana",70715
3107.61,"5677 Strong St.","Anthon","Iowa",51004
2328.64,"2304 Long Airport Avenue","Amboy","Illinois",61310
3184.8,"4092 Furth Circle","Lexington","Kentucky",40588
2149.74,"30 High Summit Street","Park Falls","Wisconsin",54552
3184.8,"3 Berry Glade","Commerce","Georgia",30530
2114.58,"157 Little Hill","Shreveport","Louisiana",71163
4256.56,"4092 Furth Circle","Saint Louis","Missouri",63133
2344.98,"511 Stony Bluff","Montague","Michigan",49437
2328.66,"969 Lost Rest","Alexandria","Minnesota",56308
3575.04,"403 Bright Path","Keenesburg","Colorado",80643
2076,"358 Stony Rose","Milwaukee","Wisconsin",53210
3305.25,"1785 First Street","Davenport","Iowa",52809
1538.55,"864 W Way","Truchas","New Mexico",87578
3325.92,"8489 Strong St.","River","Kentucky",41254
3662.52,"5677 Strong St.","Lyford","Texas",78569
3478.64,"444 Crystal Butterfly","Des Moines","Iowa",50364
1057.29,"3086 Ingle Ln.","Hazard","Kentucky",41771
3385.9,"208 Cedar Way","Clinton","Iowa",52734
1892.1,"594 Smith Valley","Springfield","Illinois",62709
1707.14,"84 Fifth Causeway","Eutawville","South Carolina",29048
1785.51,"5677 Strong St.","Bapchule","Arizona",85121
2057.4,"7825 Douglas Av.","Escondido","California",92027
3490,"7734 Strong St.","Desoto","Texas",75115
1707.14,"808 Easy Log Avenue","Kansas City","Kansas",66103
1506.96,"246 Emerald Robin Fair","Pageton","West Virginia",24871
2880.48,"P.O. Box 96185","Clearwater","Florida",33763
2206.6,"P.O. Box 90374","Brandon","Texas",76628
2351.04,"198 Burning Ninth","Washington","District of Columbia",20330
1205.04,"P.O. Box 47574","Odum","Georgia",31555
2935.15,"853 Third Row","Garden Grove","California",92645
1263.84,"295 Sixth Dell","Jefferson City","Missouri",65102
2935.15,"305 Bright Dale Mill","Atlanta","Georgia",30329
1224.6,"7635 Spinnaker Dr.","Holly Hill","South Carolina",29059
1359.4,"180 Velvet Place","La Crosse","Kansas",67548
1822.18,"477 Ford Road","Buckhorn","New Mexico",88025
2163.72,"165 Foggy Embers","Des Moines","Iowa",50332
1591.98,"80 Goose Pass","Troy","Michigan",48085
3078.5,"11328 Douglas Av.","Tontogany","Ohio",43565
2997.6,"P.O. Box 58775","Clinchfield","Georgia",31013
2747.8,"65 Clear Beacon","Nashua","Minnesota",56565
2447.76,"794 Sleepy Pond","Capron","Virginia",23829
