id,oi_id,address_line_1,city,state,zipcode
1484,1484,672 Thunder Cloud,Parkersburg,Iowa,50665
1485,1485,7586 Pompton St.,Tariff,West Virginia,25281
1486,1486,897 Long Airport Avenue,Warrendale,Pennsylvania,15086
1487,1487,366 High Fourth,Perdido,Alabama,36562
1488,1488,9408 Furth Circle,San Dimas,California,91773
1489,1489,265 Rocky Elm Swale,New Orleans,Louisiana,70112
1490,1490,767 Amber Perkins Swale,Hobart,New York,13788
1491,1491,P.O. Box 74797,Grand Junction,Colorado,81501
1492,1492,465 Ford Bank,Los Angeles,California,90081
1493,1493,307 Silent Panda Square,Allenhurst,Georgia,31301
1494,1494,645 Dewy Log Nook,American Falls,Idaho,83211
1495,1495,642 Honey Spring Fair,Wheeler,Indiana,46393
1496,1496,P.O. Box 87943,Sigurd,Utah,84657
1497,1497,637 Lost Island Cove,El Paso,Texas,79993
1498,1498,25593 South Bay Ln.,Ladera Ranch,California,92694
1499,1499,67 Silent Pony Union,Weston,Nebraska,68070
1500,1500,2304 Long Airport Avenue,Springfield,Ohio,45504
1501,1501,4092 Furth Circle,M C B H Kaneohe Bay,Hawaii,96863
1502,1502,P.O. Box 42748,Albany,New York,12233
1503,1503,361 Furth Circle,Yuma,Arizona,85369
1504,1504,P.O. Box 78148,Sherman,Texas,75090
1505,1505,P.O. Box 11815,Caledonia,Missouri,63631
1506,1506,8489 Strong St.,Canton,Ohio,44703
1507,1507,P.O. Box 49197,Reading,Pennsylvania,19611
1508,1508,P.O. Box 22217,Miami,Florida,33180
1509,1509,P.O. Box 67155,Roosevelt,Oklahoma,73564
1510,1510,1785 First Street,Wheatland,Missouri,65779
1511,1511,506 Old Kennedy,Garrison,Maryland,21055
1512,1512,652 Tawny Drive,Gaines,Pennsylvania,16921
1513,1513,78934 Hillside Dr.,Pineville,Arkansas,72566
1514,1514,337 Heather End,Dawes,West Virginia,25054
1515,1515,3086 Ingle Ln.,Empire,Louisiana,70050
1516,1516,748 Field Turnpike,Gary,Indiana,46407
1517,1517,443 Fort Highlands,Saint Louis,Michigan,48880
1518,1518,266 Cedar Ironwood,Solsville,New York,13465
1519,1519,492 Quaking Prairie Passage,Ada,Michigan,49357
1520,1520,78934 Hillside Dr.,Englewood,Colorado,80112
1521,1521,9408 Furth Circle,Savannah,Georgia,31405
1522,1522,P.O. Box 59643,Gratz,Pennsylvania,17030
1523,1523,185 Golden Avenue,Panama City,Florida,32405
1524,1524,540 Kennedy Underpass,Denver,Colorado,80202
1525,1525,3086 Ingle Ln.,Valdez,Alaska,99686
1526,1526,P.O. Box 31437,Nuangola,Pennsylvania,18637
1527,1527,167 Pleasant Fourth,Butlerville,Indiana,47223
1528,1528,410 Fort Dam,Decoy,Kentucky,41321
1529,1529,924 Heather Cloud,Flushing,New York,11390
1530,1530,3758 North Pendale Street,Kansas City,Missouri,64188
1531,1531,446 S Glen,Waldorf,Maryland,20603
1532,1532,611 Lost Lock,Termo,California,96132
1533,1533,329 Blue Third,Port Washington,New York,11051
1534,1534,2440 Pompton St.,Walden,Colorado,80480
1535,1535,219 Lost Flat Divide,Williston,North Dakota,58801
1536,1536,345 E Sixth,Mount Pleasant,South Carolina,29465
1537,1537,388 Grove Village,Coles Point,Virginia,22442
1538,1538,7476 Moss Rd.,Floral Park,New York,11002
1539,1539,678 Stony Plaza,Chaffee,New York,14030
1540,1540,854 Camp Swale,Richardsville,Kentucky,42270
1541,1541,606 Velvet Apple,Bone Gap,Illinois,62815
1542,1542,8489 Strong St.,Gainesville,Florida,32641
1543,1543,2793 Furth Circle,North Apollo,Pennsylvania,15673
1544,1544,7734 Strong St.,Crane,Missouri,65633
1545,1545,465 Clear Autumn,Alma,Nebraska,68920
1546,1546,5677 Strong St.,Munford,Tennessee,38058
1547,1547,P.O. Box 70347,Copeland,Florida,33926
1548,1548,580 Washington Underpass,Cherry Creek,New York,14723
1549,1549,775 Lagoon Curve,Houston,Texas,77241
1550,1550,207 Flat Union,Green,Ohio,44232
1551,1551,6251 Ingle Ln.,Glen Head,New York,11545
1552,1552,360 Mission Bay,Sacramento,California,94287
1553,1553,363 Quaking Freeway,Tolu,Kentucky,42084
1554,1554,974 Fallen Pond Trafficway,Harrodsburg,Kentucky,40330
1555,1555,5677 Strong St.,Mount Zion,West Virginia,26151
1556,1556,2304 Long Airport Avenue,Royal,Nebraska,68773
1557,1557,P.O. Box 80409,Fall Creek,Oregon,97438
1558,1558,396 Brook Canyon,Austin,Texas,78787
1559,1559,684 Spur Beach,Brooklyn,New York,11231
1560,1560,78934 Hillside Dr.,Lafayette,Louisiana,70508
1561,1561,P.O. Box 86346,Portland,Oregon,97290
1562,1562,300 Pleasant Beacon,Baudette,Minnesota,56623
1563,1563,124 Common Quay,Varna,Illinois,61375
1564,1564,504 Blue Pike,Wilsey,Kansas,66873
1565,1565,897 Long Airport Avenue,Idaho Falls,Idaho,83402
1566,1566,265 Indian Trail,Lucerne,California,95458
1567,1567,433 Colonial Fort Crest,Fulton,California,95439
1568,1568,78934 Hillside Dr.,Tacoma,Washington,98407
1569,1569,995 Leaf Shore,Youngsville,Pennsylvania,16371
1570,1570,9408 Furth Circle,Leatherwood,Kentucky,41756
1571,1571,P.O. Box 17611,Rutledge,Tennessee,37861
1572,1572,P.O. Box 22986,Valley Forge,Pennsylvania,19484
1573,1573,5557 North Pendale Street,Spring Valley,Illinois,61362
1574,1574,158 Barn Trafficway,Wooldridge,Missouri,65287
1575,1575,319 Quaking Wall Stead,Louisville,Kentucky,40261
1576,1576,11328 Douglas Av.,Richmond,Virginia,23231
1577,1577,3086 Ingle Ln.,Islip Terrace,New York,11752
1578,1578,25593 South Bay Ln.,Moapa,Nevada,89037
1579,1579,285 Cotton Summit Pike,Laurys Station,Pennsylvania,18059
1580,1580,39323 Spinnaker Dr.,Butler,Maryland,21023
1581,1581,678 Cinder Fork Lane,Galva,Iowa,51020
1582,1582,3758 North Pendale Street,Houston,Texas,77003
1583,1583,7586 Pompton St.,Partridge,Kentucky,40862
1584,1584,897 Long Airport Avenue,Lewiston,Utah,84320
1585,1585,44 Hazy Passage,Owensboro,Kentucky,42301
1586,1586,P.O. Box 56858,Red Wing,Minnesota,55066
1587,1587,493 W Crest,Warsaw,Kentucky,41095
1588,1588,741 E Divide,Pequea,Pennsylvania,17565
1589,1589,632 Branch Vista,Levittown,New York,11756
1590,1590,P.O. Box 49633,Barnesville,North Carolina,28319
1591,1591,855 Cedar Wagon Extension,Melbourne,Florida,32919
1592,1592,549 Umber Sixth,Round Rock,Arizona,86547
1593,1593,754 Iron Shadow Dam,Howard,Kansas,67349
1594,1594,5677 Strong St.,Paducah,Texas,79248
1595,1595,P.O. Box 12562,Thousand Oaks,California,91362
1596,1596,982 Thunder Club Arcade,Olney Springs,Colorado,81062
1597,1597,P.O. Box 52528,Granger,Iowa,50109
1598,1598,4575 Hillside Dr.,Elliott,South Carolina,29046
1599,1599,P.O. Box 48669,Columbus,Montana,59019
1600,1600,P.O. Box 79161,Carol Stream,Illinois,60158
1601,1601,168 Tawny Jetty,Kunia,Hawaii,96759
1602,1602,598 Crystal Highlands,Scio,Oregon,97374
1603,1603,897 Long Airport Avenue,Kenmare,North Dakota,58746
1604,1604,917 Apple Driveway,Randall,Kansas,66963
1605,1605,662 Blue Gate,Phoenix,Arizona,85014
1606,1606,P.O. Box 53248,Los Angeles,California,90095
1607,1607,697 High Eighth Trace,Collinsville,Alabama,35961
1608,1608,880 High Zephyr Parkway,Mckinleyville,California,95519
1609,1609,P.O. Box 58881,Winchester,Virginia,22604
1610,1610,P.O. Box 94268,Saratoga,Indiana,47382
1611,1611,5905 Pompton St.,Fort Myers,Florida,33901
1612,1612,848 Bright Main,Deridder,Louisiana,70634
1613,1613,839 Ironwood Landing,Whitewood,South Dakota,57793
1614,1614,7734 Strong St.,Saint Paul,Minnesota,55117
1615,1615,5677 Strong St.,Alexandria Bay,New York,13607
1616,1616,8616 Spinnaker Dr.,Frederick,Maryland,21709
1617,1617,602 Loaf Divide,South Milford,Indiana,46786
1618,1618,668 Dewy Kennedy Boulevard,Aiken,South Carolina,29808
1619,1619,8489 Strong St.,Manns Choice,Pennsylvania,15550
1620,1620,2793 Furth Circle,Lindseyville,Kentucky,42257
1621,1621,7734 Strong St.,Granville,Pennsylvania,17029
1622,1622,470 Panda Skyway,Dunlap,California,93621
1623,1623,5677 Strong St.,Sitka,Kentucky,41255
1624,1624,102 Sixth Gardens,Lufkin,Texas,75901
1625,1625,535 Umber Pioneer Bay,Momence,Illinois,60954
1626,1626,P.O. Box 49594,Pendroy,Montana,59467
1627,1627,P.O. Box 64759,Mooresville,Alabama,35649
1628,1628,338 Noble Vale,Fredericksburg,Virginia,22401
1629,1629,89 High Embers Court,Grand Chenier,Louisiana,70643
1630,1630,P.O. Box 30925,New Raymer,Colorado,80742
1631,1631,232 Easy Ferry Falls,Lowmansville,Kentucky,41232
1632,1632,889 Cotton Pine Promenade,New Raymer,Colorado,80742
1633,1633,5677 Strong St.,Daytona Beach,Florida,32198
1634,1634,2304 Long Airport Avenue,Lufkin,Texas,75902
1635,1635,176 Forge Causeway,Troutville,Pennsylvania,15866
1636,1636,349 Tawny Elm Overpass,Williams Bay,Wisconsin,53191
1637,1637,748 Jagged Sixth,Knowles,Oklahoma,73847
1638,1638,78934 Hillside Dr.,La Crosse,Kansas,67548
1639,1639,862 Sunny Branch,Daytona Beach,Florida,32116
1640,1640,992 Wishing Acres,Dryden,Texas,78851
1641,1641,5677 Strong St.,Sparks,Nevada,89494
1642,1642,218 Dewy Nectar Expressway,Sidney,New York,13838
1643,1643,909 Merry Driveway,Stow,New York,14785
1644,1644,974 Red Wall,Lindon,Colorado,80740
1645,1645,9408 Furth Circle,Waterbury,Nebraska,68785
1646,1646,P.O. Box 92767,Elko,South Carolina,29826
1647,1647,P.O. Box 81730,Corry,Pennsylvania,16407
1648,1648,469 Harvest Deer,Natchez,Mississippi,39122
1649,1649,P.O. Box 71125,Ulm,Montana,59485
1650,1650,P.O. Box 26571,Early,Texas,76802
1651,1651,6251 Ingle Ln.,Bergland,Michigan,49910
1652,1652,706 Misty Sky,Pinehurst,North Carolina,28374
1653,1653,5677 Strong St.,Orlando,Florida,32808
1654,1654,294 Tawny Wall,Lexington,Kentucky,40575
1655,1655,922 Clear Grove,Little Creek,Delaware,19961
1656,1656,5677 Strong St.,Tacoma,Washington,98411
1657,1657,7586 Pompton St.,Littleton,Illinois,61452
1658,1658,140 Stream Place,Orlando,Florida,32821
1659,1659,39323 Spinnaker Dr.,Kinsey,Montana,59338
1660,1660,234 Easy Ferry,Lubbock,Texas,79406
1661,1661,2678 Kingston Rd.,Sandstone,Minnesota,55072
1662,1662,180 Thunder Richmond Highlands,Planada,California,95365
1663,1663,849 Thunder Dell,Alice,Texas,78333
1664,1664,P.O. Box 29799,Covington,Kentucky,41014
1665,1665,5677 Strong St.,Winston Salem,North Carolina,27155
1666,1666,5677 Strong St.,Dillon,South Carolina,29536
1667,1667,910 Noble Ford,Washington,District of Columbia,20064
1668,1668,246 Old Union,Harwick,Pennsylvania,15049
1669,1669,P.O. Box 88261,Bullhead City,Arizona,86430
1670,1670,319 Shady Isle,Oak Hill,New York,12460
1671,1671,5677 Strong St.,Mcloud,Oklahoma,74851
1672,1672,78934 Hillside Dr.,Bristol,Indiana,46507
1673,1673,7734 Strong St.,Collinsville,Alabama,35961
1674,1674,353 Silent Path,Kansas City,Missouri,64133
1675,1675,532 Colonial Treasure,Walston,Pennsylvania,15781
1676,1676,193 Emerald Goose Terrace,Hilger,Montana,59451
1677,1677,767 Indian Pathway,Lake Lillian,Minnesota,56253
1678,1678,369 Sleepy Place,Washington,District of Columbia,20436
1679,1679,2678 Kingston Rd.,York,Pennsylvania,17404
1680,1680,438 Hazy Crossing,East Saint Louis,Illinois,62205
1681,1681,8616 Spinnaker Dr.,Barry,Texas,75102
1682,1682,7635 Spinnaker Dr.,Saint Louis,Missouri,63151
1683,1683,39323 Spinnaker Dr.,Rocky Point,North Carolina,28457
1684,1684,508 Misty Beach,Boulevard,California,91905
1685,1685,P.O. Box 46451,Shelter Island Heights,New York,11965
1686,1686,5290 North Pendale Street,Mc Connellstown,Pennsylvania,16660
1687,1687,540 Iron Blossom Landing,Minnesota Lake,Minnesota,56068
1688,1688,289 Umber Dale Highway,Beaufort,South Carolina,29906
1689,1689,102 Dewy Gate Row,Ridgely,Maryland,21683
1690,1690,P.O. Box 26189,Sparland,Illinois,61565
1691,1691,292 Neck Vista,Star City,Indiana,46985
1692,1692,5677 Strong St.,Mount Orab,Ohio,45154
1693,1693,238 Ninth Narrow,Danvers,Minnesota,56231
1694,1694,992 Pleasant Essex Curve,Oconto Falls,Wisconsin,54154
1695,1695,8489 Strong St.,Washington,District of Columbia,20219
1696,1696,149 Pleasant Lock Trafficway,Lindale,Texas,75771
1697,1697,263 Crescent Terrace,Clarks Mills,Pennsylvania,16114
1698,1698,25593 South Bay Ln.,Verbank,New York,12585
1699,1699,5677 Strong St.,Medimont,Idaho,83842
1700,1700,2304 Long Airport Avenue,Gainesville,Texas,76241
1701,1701,4092 Furth Circle,Sunman,Indiana,47041
1702,1702,507 Jagged Vale,Lake Hamilton,Florida,33851
1703,1703,P.O. Box 66914,Kalaupapa,Hawaii,96742
1704,1704,169 Smith Plain,Borden,South Carolina,29017
1705,1705,4092 Furth Circle,Perkinsville,New York,14529
1706,1706,744 Heather Loaf,Upper Marlboro,Maryland,20772
1707,1707,P.O. Box 17980,Harpersfield,New York,13786
1708,1708,568 Grand Inlet,Los Angeles,California,90096
1709,1709,P.O. Box 87537,Canton,Ohio,44760
1710,1710,1785 First Street,Price,Utah,84501
1711,1711,P.O. Box 47827,Quitman,Mississippi,39355
1712,1712,8489 Strong St.,Farmington,New York,14425
1713,1713,5677 Strong St.,Westover,Pennsylvania,16692
1714,1714,204 Essex Causeway,Athena,Oregon,97813
1715,1715,3086 Ingle Ln.,Radcliff,Ohio,45670
1716,1716,P.O. Box 93213,Rome,New York,13442
1717,1717,797 Amber Bay,Lewis,Iowa,51544
1718,1718,P.O. Box 23230,Whitehead,North Carolina,28695
1719,1719,4092 Furth Circle,Elkmont,Alabama,35620
1720,1720,701 Red Lagoon Freeway,Bryant,Florida,33439
1721,1721,705 Broad Trail,Ottawa,West Virginia,25149
1722,1722,411 Hidden Club,Cotulla,Texas,78014
1723,1723,P.O. Box 81162,Viola,Tennessee,37394
1724,1724,51 Clear Crossing,Ashley,Indiana,46705
1725,1725,3758 North Pendale Street,North Tonawanda,New York,14120
1726,1726,6251 Ingle Ln.,Oyster Bay,New York,11771
1727,1727,2793 Furth Circle,Lawrenceville,Georgia,30045
1728,1728,5677 Strong St.,Bumpus Mills,Tennessee,37028
1729,1729,P.O. Box 31352,Newark,Missouri,63458
1730,1730,546 E Bluff,Daytona Beach,Florida,32128
1731,1731,5677 Strong St.,Grand Forks,North Dakota,58206
1732,1732,7586 Pompton St.,New Orleans,Louisiana,70112
1733,1733,897 Long Airport Avenue,Killeen,Texas,76542
1734,1734,39323 Spinnaker Dr.,Stout,Ohio,45684
1735,1735,P.O. Box 70298,Summer Hill,Illinois,62372
1736,1736,2678 Kingston Rd.,Richmond,Virginia,23290
1737,1737,5677 Strong St.,Tisch Mills,Wisconsin,54240
1738,1738,4092 Furth Circle,Franklin Furnace,Ohio,45629
1739,1739,P.O. Box 27697,Ocala,Florida,34470
1740,1740,5677 Strong St.,Des Moines,Iowa,50367
1741,1741,P.O. Box 96076,Newton,Texas,75966
1742,1742,726 Cider Skyway,Marion,North Carolina,28752
1743,1743,P.O. Box 28327,Mid Florida,Florida,32745
1744,1744,332 Lodge Meadow,Tampa,Florida,33646
1745,1745,828 Dewy Goose,French Camp,California,95231
1746,1746,413 Blue Ninth,Austin,Texas,78721
1747,1747,2440 Pompton St.,Worton,Maryland,21678
1748,1748,4575 Hillside Dr.,Chance,Virginia,22439
1749,1749,694 Jagged Panda,Tom Bean,Texas,75489
1750,1750,964 Shady Maple,Lexington,Kentucky,40585
1751,1751,P.O. Box 42585,Coquille,Oregon,97423
1752,1752,P.O. Box 46638,Leoti,Kansas,67861
1753,1753,786 Log Boulevard,Spivey,Kansas,67142
1754,1754,6047 Douglas Av.,Dadeville,Alabama,36853
1755,1755,361 Furth Circle,Tuthill,South Dakota,57574
1756,1756,4658 Baden Av.,Wilburn,Arkansas,72179
1757,1757,178 Tawny Willow Boulevard,White Swan,Washington,98952
1758,1758,7825 Douglas Av.,Maryland Heights,Missouri,63043
1759,1759,565 Prairie Mount,Columbus,Georgia,31917
1760,1760,475 Iron Ridge,Sacramento,California,94283
1761,1761,782 First Street,Masontown,Pennsylvania,15461
1762,1762,P.O. Box 40886,Auberry,California,93602
1763,1763,578 Kennedy Pike,Orlando,Florida,32805
1764,1764,344 Ranch Land,Rantoul,Illinois,61868
1765,1765,61 Velvet Leaf,Tulsa,Oklahoma,74183
1766,1766,64 Green Lodge,Preemption,Illinois,61276
1767,1767,806 Foggy View Union,Fairfield,Illinois,62837
1768,1768,378 Fallen Rapid,Lexington,Kentucky,40512
1769,1769,3086 Ingle Ln.,Princeton,Kansas,66078
1770,1770,P.O. Box 72435,Trevilians,Virginia,23170
1771,1771,P.O. Box 97491,Gainesville,Georgia,30505
1772,1772,8489 Strong St.,Elsie,Michigan,48831
1773,1773,343 Rest Dell,Fort Wayne,Indiana,46860
1774,1774,972 Anchor Pike,Coatsville,Missouri,63535
1775,1775,953 SE Rabbit Crest,Pearisburg,Virginia,24134
1776,1776,5677 Strong St.,Spalding,Nebraska,68665
1777,1777,2304 Long Airport Avenue,Novi,Michigan,48375
1778,1778,4092 Furth Circle,Toledo,Ohio,43604
1779,1779,296 Butterfly Throughway,Philadelphia,Pennsylvania,19146
1780,1780,67 Lagoon Terrace,Harpersfield,New York,13786
1781,1781,118 N Creek Run,Melville,New York,11775
1782,1782,4092 Furth Circle,Guthrie,Texas,79236
1783,1783,378 Rose Woods,Washington,District of Columbia,20099
1784,1784,144 Fox Trail,Albion,Pennsylvania,16401
1785,1785,740 NW Prairie Terrace,Ithaca,New York,14851
1786,1786,838 Blue Fork,Rosedale,Mississippi,38769
1787,1787,783 Umber Port,Columbus,Georgia,31904
1788,1788,8489 Strong St.,Dallas,West Virginia,26036
1789,1789,5677 Strong St.,Daytona Beach,Florida,32114
1790,1790,903 Stony Camp Lane,Murrieta,California,92562
1791,1791,3086 Ingle Ln.,Frenchburg,Kentucky,40322
1792,1792,513 N Beacon,Staten Island,New York,10304
1793,1793,11328 Douglas Av.,Heber,Arizona,85928
1794,1794,144 Shady Pathway,Washington,District of Columbia,20546
1795,1795,5677 Strong St.,Vancouver,Washington,98661
1796,1796,7825 Douglas Av.,Middleburg,Ohio,43336
1797,1797,6047 Douglas Av.,Zenia,California,95595
1798,1798,20 Eighth Pike,Ostrander,Minnesota,55961
1799,1799,49 Timber Run,Teigen,Montana,59084
1800,1800,2304 Long Airport Avenue,Lennon,Michigan,48449
1801,1801,111 Blue Zephyr Trace,Williamson,Iowa,50272
1802,1802,412 Crescent Harbor,Crab Orchard,West Virginia,25827
1803,1803,471 E Station,Mound Bayou,Mississippi,38762
1804,1804,858 Middle Lock,Edmond,Oklahoma,73003
1805,1805,36 Fourth Mill,Columbia,South Carolina,29226
1806,1806,426 Bear Junction,Pamplin,Virginia,23958
1807,1807,8489 Strong St.,Unionville Center,Ohio,43077
1808,1808,5 Umber Fifth Bypass,Craig,Colorado,81626
1809,1809,770 Robin Manor,London,Kentucky,40743
1810,1810,720 Indian Wagon,Pickett,Wisconsin,54964
1811,1811,1785 First Street,Artesia,New Mexico,88211
1812,1812,11328 Douglas Av.,Wood River,Nebraska,68883
1813,1813,424 Tawny Trafficway,Charleston,West Virginia,25361
1814,1814,533 Lazy Bluff Pike,Jacksonville,Florida,32231
1815,1815,78934 Hillside Dr.,Evansville,Indiana,47747
1816,1816,634 High Bend,Newington,Virginia,22122
1817,1817,5677 Strong St.,Millport,New York,14864
1818,1818,955 Lost Nectar,Portland,Oregon,97293
1819,1819,755 Heather Freeway,Mc Neil,Arkansas,71752
1820,1820,769 Old Third Orchard,New Orleans,Louisiana,70178
1821,1821,P.O. Box 28565,Lebanon,Virginia,24266
1822,1822,P.O. Box 95905,Medina,Texas,78055
1823,1823,5677 Strong St.,Denver,Colorado,80254
1824,1824,4097 Douglas Av.,Antioch,California,94509
1825,1825,766 Wishing Landing,San Marcos,Texas,78667
1826,1826,P.O. Box 60351,Corpus Christi,Texas,78463
1827,1827,4575 Hillside Dr.,Mc Connell,Illinois,61050
1828,1828,54 High Course Tunnel,Beaverville,Illinois,60912
1829,1829,141 Silver Mission Underpass,Ironton,Ohio,45638
1830,1830,361 Furth Circle,San Bruno,California,94098
1831,1831,7476 Moss Rd.,Houston,Texas,77297
1832,1832,897 Long Airport Avenue,Powhatan,West Virginia,24877
1833,1833,P.O. Box 80260,Universal City,Texas,78148
1834,1834,482 Indian Zephyr Motorway,Good Hope,Georgia,30641
1835,1835,753 Grove Plain,Pray,Montana,59065
1836,1836,8616 Spinnaker Dr.,Brownwood,Texas,76803
1837,1837,633 Easy Vale,Terre Haute,Indiana,47802
1838,1838,947 Shady Glade,Helmsburg,Indiana,47435
1839,1839,108 Heather Fox Highlands,Payneville,Kentucky,40157
1840,1840,336 Mall Viaduct,Brohman,Michigan,49312
1841,1841,P.O. Box 89937,Selma,Indiana,47383
1842,1842,349 NW Barn,Cowlesville,New York,14037
1843,1843,7734 Strong St.,Jacksonville,Florida,32277
1844,1844,5677 Strong St.,Richmond,Virginia,23260
1845,1845,8616 Spinnaker Dr.,New Eagle,Pennsylvania,15067
1846,1846,453 Dusty Pine,Cheswick,Pennsylvania,15024
1847,1847,8489 Strong St.,Charleston,West Virginia,25358
1848,1848,635 Amber Lodge,Normal,Illinois,61761
1849,1849,66 Broad Ledge,Mount Pleasant,Ohio,43939
1850,1850,25593 South Bay Ln.,Batchelor,Louisiana,70715
1851,1851,5677 Strong St.,Anthon,Iowa,51004
1852,1852,2304 Long Airport Avenue,Amboy,Illinois,61310
1853,1853,4092 Furth Circle,Lexington,Kentucky,40588
1854,1854,30 High Summit Street,Park Falls,Wisconsin,54552
1855,1855,3 Berry Glade,Commerce,Georgia,30530
1856,1856,157 Little Hill,Shreveport,Louisiana,71163
1857,1857,4092 Furth Circle,Saint Louis,Missouri,63133
1858,1858,511 Stony Bluff,Montague,Michigan,49437
1859,1859,969 Lost Rest,Alexandria,Minnesota,56308
1860,1860,403 Bright Path,Keenesburg,Colorado,80643
1861,1861,358 Stony Rose,Milwaukee,Wisconsin,53210
1862,1862,1785 First Street,Davenport,Iowa,52809
1863,1863,864 W Way,Truchas,New Mexico,87578
1864,1864,8489 Strong St.,River,Kentucky,41254
1865,1865,5677 Strong St.,Lyford,Texas,78569
1866,1866,444 Crystal Butterfly,Des Moines,Iowa,50364
1867,1867,3086 Ingle Ln.,Hazard,Kentucky,41771
1868,1868,208 Cedar Way,Clinton,Iowa,52734
1869,1869,594 Smith Valley,Springfield,Illinois,62709
1870,1870,84 Fifth Causeway,Eutawville,South Carolina,29048
1871,1871,5677 Strong St.,Bapchule,Arizona,85121
1872,1872,7825 Douglas Av.,Escondido,California,92027
1873,1873,7734 Strong St.,Desoto,Texas,75115
1874,1874,808 Easy Log Avenue,Kansas City,Kansas,66103
1875,1875,246 Emerald Robin Fair,Pageton,West Virginia,24871
1876,1876,P.O. Box 96185,Clearwater,Florida,33763
1877,1877,P.O. Box 90374,Brandon,Texas,76628
1878,1878,198 Burning Ninth,Washington,District of Columbia,20330
1879,1879,P.O. Box 47574,Odum,Georgia,31555
1880,1880,853 Third Row,Garden Grove,California,92645
1881,1881,295 Sixth Dell,Jefferson City,Missouri,65102
1882,1882,305 Bright Dale Mill,Atlanta,Georgia,30329
1883,1883,7635 Spinnaker Dr.,Holly Hill,South Carolina,29059
1884,1884,180 Velvet Place,La Crosse,Kansas,67548
1885,1885,477 Ford Road,Buckhorn,New Mexico,88025
1886,1886,165 Foggy Embers,Des Moines,Iowa,50332
1887,1887,80 Goose Pass,Troy,Michigan,48085
1888,1888,11328 Douglas Av.,Tontogany,Ohio,43565
1889,1889,P.O. Box 58775,Clinchfield,Georgia,31013
1890,1890,65 Clear Beacon,Nashua,Minnesota,56565
1891,1891,794 Sleepy Pond,Capron,Virginia,23829
1892,1892,P.O. Box 18657,Dryden,Virginia,24243
1893,1893,5677 Strong St.,Banco,Virginia,22711
1894,1894,700 Jagged Inlet,Colfax,Iowa,50054
1895,1895,673 NE Eighth,Phoenix,Arizona,85015
1896,1896,96 Thunder Rapid Village,Fort Collins,Colorado,80523
1897,1897,2440 Pompton St.,Gobler,Missouri,63849
1898,1898,4575 Hillside Dr.,Blairs Mills,Pennsylvania,17213
1899,1899,361 Rest Land,Dumont,Colorado,80436
1900,1900,306 Hazy Camp Boulevard,Trona,California,93562
1901,1901,980 River Radial,Atlanta,Georgia,30374
1902,1902,762 Maple Port,Tampa,Florida,33689
1903,1903,523 Broad Vista,Elgin,Texas,78621
1904,1904,6047 Douglas Av.,Charlotte,North Carolina,28217
1905,1905,361 Furth Circle,Iola,Wisconsin,54990
1906,1906,4658 Baden Av.,Gillette,Wyoming,82716
1907,1907,325 Silent Horse,Denver,Colorado,80235
1908,1908,7825 Douglas Av.,Carthage,Tennessee,37030
1909,1909,646 Shadow Port,Correctionville,Iowa,51016
1910,1910,571 Heather End Pike,Colorado Springs,Colorado,80928
1911,1911,782 First Street,Peoria,Illinois,61643
1912,1912,842 N Peavey Fair,Brandon,Florida,33510
1913,1913,527 Center Union,Pineola,North Carolina,28662
1914,1914,589 NE Wagon Gateway,Novi,Michigan,48375
1915,1915,64 Pleasant Falls,Suffern,New York,10901
1916,1916,P.O. Box 53743,Silver Point,Tennessee,38582
1917,1917,990 Shady Goose,Salem,Kentucky,42078
1918,1918,526 Noble Maple,Ringgold,Virginia,24586
1919,1919,152 Quiet Camp,Barneveld,Wisconsin,53507
1920,1920,3086 Ingle Ln.,New York City,New York,10022
1921,1921,89 Indian Avenue,Woodinville,Washington,98072
1922,1922,581 Quiet Cliff Land,Newburg,West Virginia,26410
1923,1923,8489 Strong St.,Los Angeles,California,90003
1924,1924,676 Honey Bayoo,Toledo,Ohio,43654
1925,1925,985 Peavey Bypass,Climax,Georgia,39834
1926,1926,25593 South Bay Ln.,New York City,New York,10022
1927,1927,5677 Strong St.,Half Moon Bay,California,94019
1928,1928,2304 Long Airport Avenue,Rock Valley,Iowa,51247
1929,1929,4092 Furth Circle,New York City,New York,10022
1930,1930,50 Green Second,Albany,Georgia,31707
1931,1931,361 Furth Circle,Fonda,Iowa,50553
1932,1932,466 Middle Ranch,Napa,California,94559
1933,1933,4092 Furth Circle,New York City,New York,10022
1934,1934,546 Berry Bend,Loomis,Washington,98827
1935,1935,965 Dusty Bridge,Sierra Vista,Arizona,85635
1936,1936,64 Bright Lagoon Landing,Dickinson,North Dakota,58601
1937,1937,719 Lost Island,Belleview,Florida,34420
1938,1938,1785 First Street,Ruston,Louisiana,71270
1939,1939,P.O. Box 58849,Licking,Missouri,65542
1940,1940,8489 Strong St.,Half Moon Bay,California,94019
1941,1941,5677 Strong St.,Rock Valley,Iowa,51247
1942,1942,P.O. Box 92038,Ripley,Tennessee,38063
1943,1943,3086 Ingle Ln.,Condon,Oregon,97823
1944,1944,262 Quiet Mission Meadow,Turner,Michigan,48765
1945,1945,905 Clear Drive,Fresno,California,93726
1946,1946,847 Thunder Mall,Dundee,Kentucky,42338
1947,1947,694 E Farms,Springfield,Illinois,62703
1948,1948,4575 Hillside Dr.,Hansboro,North Dakota,58339
1949,1949,175 Grove Arcade,Numa,Iowa,52575
